"screen_id","family","title","current_functional_controls","current_status","planned_controls","input_controls","output_controls","sensor_dependencies","permission_gates","data_reads","data_writes","algorithm_ai_dependencies","required_states","planned_click_results","conflicts","priority","implementation_plan"
"TRN_007","TRN","Start Workout","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start workout","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Start workout => open Pre Workout","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_008","TRN","Reschedule Workout","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save new time","date/time","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Save new time => update canonical calendar","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_009","TRN","Quick Start","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start selected session","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Start selected session => create ad-hoc workout session","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_010","TRN","Weekly Plan","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Day/workout row","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Day/workout row => open day/workout detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_011","TRN","Weekly Day Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Day/workout row","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Day/workout row => open day/workout detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_012","TRN","Less Time Today","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Apply adaptation","available time","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Apply adaptation => replace today's prescription with approved shorter candidate","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_013","TRN","Equipment Unavailable","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose replacement","unavailable equipment","today workout | adaptation explanation | recovery/error state","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default | error/retry","Choose replacement => update today's workout candidate","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_014","TRN","Replacement Options","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose replacement","replacement choice","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Choose replacement => update today's workout candidate","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_015","TRN","Recovery Day","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start recovery","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Start recovery => open recovery activity","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_016","TRN","Missed Workout","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule / Continue / Skip","reschedule/continue/skip choice","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Reschedule / Continue / Skip => record missed-workout resolution","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_017","TRN","Program Settings","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save program settings","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Save program settings => create future program revision","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_018","TRN","Program Revision History","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open item","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Open item => view immutable revision/workout","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_019","TRN","Recent Workouts","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open item","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Open item => view immutable revision/workout","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_020","TRN","Train Loading","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry/Refresh","","today workout | adaptation explanation | progress/processing status","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default | processing","Retry/Refresh => recover Train state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_021","TRN","Train Empty","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry/Refresh","","today workout | adaptation explanation","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default","Retry/Refresh => recover Train state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_022","TRN","Train Unknown","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry/Refresh","","today workout | adaptation explanation | recovery/error state","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default | unknown","Retry/Refresh => recover Train state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_023","TRN","Train Offline","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry/Refresh","","today workout | adaptation explanation | recovery/error state","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default | offline","Retry/Refresh => recover Train state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"TRN_024","TRN","Train Stale","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry/Refresh","","today workout | adaptation explanation | recovery/error state","","","program;readiness;soreness;calendar;equipment","program revision;reschedule decision","readiness adaptation;time/equipment adaptation;candidate ranking","default | stale","Retry/Refresh => recover Train state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_001","WRK","Pre Workout","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Start => create/activate workout session","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_002","WRK","Workout Start","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Start => create/activate workout session","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_003","WRK","Active Exercise","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Log set | Instructions | Substitute","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Log set => open Set Input | Instructions => open Exercise Instructions | Substitute => open Substitute Exercise","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_004","WRK","Exercise Media Loading","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Continue without media","","live workout state | actual summary | progress/processing status","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default | processing","Continue without media => return active exercise","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_005","WRK","Exercise Instructions","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Back to exercise","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Back to exercise => return Active Exercise","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_006","WRK","Set Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","actual reps","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_007","WRK","Reps Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","actual reps","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_008","WRK","Load Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","actual load","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_009","WRK","Time Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","actual time","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_010","WRK","Distance Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","actual distance","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_011","WRK","RPE Input","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save actual","RPE/effort","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Save actual => update performed-set draft","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_012","WRK","Review Set","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Complete set","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Complete set => commit performed set exactly once","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_013","WRK","Complete Set","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Start rest","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Start rest => open Rest Timer","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_014","WRK","Rest Timer","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Extend rest | Skip rest","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Extend rest => extend timer | Skip rest => end rest now","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_015","WRK","Extend Rest","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Continue","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Continue => advance to meaningful next destination","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_016","WRK","Skip Rest","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Continue","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Continue => advance to meaningful next destination","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_017","WRK","Next Set","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Continue","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Continue => advance workout state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_018","WRK","Exercise Complete","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Next exercise","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Next exercise => advance to next prescribed exercise","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_019","WRK","Next Exercise","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Continue","","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Continue => advance workout state","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_020","WRK","Substitute Exercise","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose/Confirm substitute","substitution choice","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Choose/Confirm substitute => swap current exercise using approved alternative","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_021","WRK","Substitution Candidates","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose/Confirm substitute","substitution choice","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Choose/Confirm substitute => swap current exercise using approved alternative","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_022","WRK","Substitution Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose/Confirm substitute","substitution choice","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Choose/Confirm substitute => swap current exercise using approved alternative","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"WRK_023","WRK","Confirm Substitute","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose/Confirm substitute","substitution choice","live workout state | actual summary","","","workout prescription;exercise media;approved substitutions","workout session;performed set;actuals;notes;post-workout check","rest timing;safe substitution filter;summary aggregation","default","Choose/Confirm substitute => swap current exercise using approved alternative","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned prescription must remain distinct from performed actuals | pain must remain separate from soreness and can block normal workout flow | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P0","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
