"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"TRN_012","Less Time Today","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_012","Less Time Today","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_012","Less Time Today","Apply adaptation","primary","PLANNED_REQUIRED","replace today's prescription with approved shorter candidate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_013","Equipment Unavailable","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_013","Equipment Unavailable","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_013","Equipment Unavailable","Choose replacement","option","PLANNED_REQUIRED","update today's workout candidate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_014","Replacement Options","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_014","Replacement Options","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_014","Replacement Options","Choose replacement","option","PLANNED_REQUIRED","update today's workout candidate","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_015","Recovery Day","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_015","Recovery Day","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_015","Recovery Day","Start recovery","primary","PLANNED_REQUIRED","open recovery activity","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_016","Missed Workout","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_016","Missed Workout","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_016","Missed Workout","Reschedule / Continue / Skip","option","PLANNED_REQUIRED","record missed-workout resolution","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_017","Program Settings","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_017","Program Settings","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_017","Program Settings","Save program settings","primary","PLANNED_REQUIRED","create future program revision","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_018","Program Revision History","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_018","Program Revision History","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_018","Program Revision History","Open item","row","PLANNED_REQUIRED","view immutable revision/workout","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_019","Recent Workouts","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_019","Recent Workouts","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_019","Recent Workouts","Open item","row","PLANNED_REQUIRED","view immutable revision/workout","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_020","Train Loading","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_020","Train Loading","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_020","Train Loading","Retry/Refresh","primary","PLANNED_REQUIRED","recover Train state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_021","Train Empty","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_021","Train Empty","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_021","Train Empty","Retry/Refresh","primary","PLANNED_REQUIRED","recover Train state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_022","Train Unknown","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_022","Train Unknown","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_022","Train Unknown","Retry/Refresh","primary","PLANNED_REQUIRED","recover Train state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_023","Train Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_023","Train Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_023","Train Offline","Retry/Refresh","primary","PLANNED_REQUIRED","recover Train state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"TRN_024","Train Stale","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"TRN_024","Train Stale","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"TRN_024","Train Stale","Retry/Refresh","primary","PLANNED_REQUIRED","recover Train state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_001","Pre Workout","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_001","Pre Workout","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_001","Pre Workout","Start","primary","PLANNED_REQUIRED","create/activate workout session","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_002","Workout Start","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_002","Workout Start","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_002","Workout Start","Start","primary","PLANNED_REQUIRED","create/activate workout session","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_003","Active Exercise","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_003","Active Exercise","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_003","Active Exercise","Log set","primary","PLANNED_REQUIRED","open Set Input","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_003","Active Exercise","Instructions","secondary","PLANNED_REQUIRED","open Exercise Instructions","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_003","Active Exercise","Substitute","secondary","PLANNED_REQUIRED","open Substitute Exercise","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_004","Exercise Media Loading","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_004","Exercise Media Loading","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_004","Exercise Media Loading","Continue without media","secondary","PLANNED_REQUIRED","return active exercise","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_005","Exercise Instructions","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_005","Exercise Instructions","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_005","Exercise Instructions","Back to exercise","secondary","PLANNED_REQUIRED","return Active Exercise","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_006","Set Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_006","Set Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_006","Set Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_007","Reps Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_007","Reps Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_007","Reps Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_008","Load Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_008","Load Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_008","Load Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_009","Time Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_009","Time Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_009","Time Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_010","Distance Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_010","Distance Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_010","Distance Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_011","RPE Input","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_011","RPE Input","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_011","RPE Input","Save actual","primary","PLANNED_REQUIRED","update performed-set draft","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_012","Review Set","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_012","Review Set","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_012","Review Set","Complete set","primary","PLANNED_REQUIRED","commit performed set exactly once","no","none","write performed set","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_013","Complete Set","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_013","Complete Set","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_013","Complete Set","Start rest","primary","PLANNED_REQUIRED","open Rest Timer","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_014","Rest Timer","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_014","Rest Timer","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_014","Rest Timer","Extend rest","secondary","PLANNED_REQUIRED","extend timer","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_014","Rest Timer","Skip rest","secondary","PLANNED_REQUIRED","end rest now","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_015","Extend Rest","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_015","Extend Rest","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_015","Extend Rest","Continue","primary","PLANNED_REQUIRED","advance to meaningful next destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_016","Skip Rest","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_016","Skip Rest","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_016","Skip Rest","Continue","primary","PLANNED_REQUIRED","advance to meaningful next destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_017","Next Set","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_017","Next Set","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_017","Next Set","Continue","primary","PLANNED_REQUIRED","advance workout state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_018","Exercise Complete","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_018","Exercise Complete","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_018","Exercise Complete","Next exercise","primary","PLANNED_REQUIRED","advance to next prescribed exercise","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_019","Next Exercise","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_019","Next Exercise","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_019","Next Exercise","Continue","primary","PLANNED_REQUIRED","advance workout state","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_020","Substitute Exercise","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_020","Substitute Exercise","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_020","Substitute Exercise","Choose/Confirm substitute","primary","PLANNED_REQUIRED","swap current exercise using approved alternative","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_021","Substitution Candidates","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_021","Substitution Candidates","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_021","Substitution Candidates","Choose/Confirm substitute","primary","PLANNED_REQUIRED","swap current exercise using approved alternative","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_022","Substitution Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_022","Substitution Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_022","Substitution Detail","Choose/Confirm substitute","primary","PLANNED_REQUIRED","swap current exercise using approved alternative","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_023","Confirm Substitute","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_023","Confirm Substitute","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_023","Confirm Substitute","Choose/Confirm substitute","primary","PLANNED_REQUIRED","swap current exercise using approved alternative","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_024","Skip Set","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_024","Skip Set","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_024","Skip Set","Confirm skip","destructive","PLANNED_REQUIRED","record skipped status, not completion","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_025","Skip Exercise","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_025","Skip Exercise","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_025","Skip Exercise","Confirm skip","destructive","PLANNED_REQUIRED","record skipped status, not completion","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_026","Workout Note","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_026","Workout Note","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_026","Workout Note","Save note","primary","PLANNED_REQUIRED","attach note to session","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_027","Pause Workout","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_027","Pause Workout","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_027","Pause Workout","Pause","primary","PLANNED_REQUIRED","persist active session and pause timer","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_027","Pause Workout","Resume","primary","PLANNED_REQUIRED","resume session","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_028","Resume Workout","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_028","Resume Workout","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_028","Resume Workout","Continue","primary","PLANNED_REQUIRED","advance to meaningful next destination","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_029","Pain Safety Pause","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_029","Pain Safety Pause","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_029","Pain Safety Pause","Pause","primary","PLANNED_REQUIRED","persist active session and pause timer","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_029","Pain Safety Pause","Resume","primary","PLANNED_REQUIRED","resume session","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_030","Finish Early Confirmation","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_030","Finish Early Confirmation","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_030","Finish Early Confirmation","Finish early","destructive","PLANNED_REQUIRED","close session with incomplete items preserved","yes","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_031","Post Workout Check In","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_031","Post Workout Check In","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_031","Post Workout Check In","Save check-in","primary","PLANNED_REQUIRED","write effort/soreness observation","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"WRK_032","Workout Summary","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"WRK_032","Workout Summary","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"WRK_032","Workout Summary","Done","primary","PLANNED_REQUIRED","open Progress/Train with actual summary","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_001","Soreness Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_001","Soreness Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_001","Soreness Dashboard","Select body region","body-map","PLANNED_REQUIRED","open region/severity","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_002","Front Body Map","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_002","Front Body Map","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_002","Front Body Map","Select body region","body-map","PLANNED_REQUIRED","open region/severity","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_003","Back Body Map","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_003","Back Body Map","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_003","Back Body Map","Select body region","body-map","PLANNED_REQUIRED","open region/severity","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_004","Select Region","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_004","Select Region","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_004","Select Region","Select body region","body-map","PLANNED_REQUIRED","open region/severity","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_005","Soreness Severity","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_005","Soreness Severity","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_005","Soreness Severity","Choose severity","option","PLANNED_REQUIRED","set active soreness draft","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_006","Multiple Region Review","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_006","Multiple Region Review","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_006","Multiple Region Review","Edit/Add region","row","PLANNED_REQUIRED","modify soreness draft","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_007","Save Soreness","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_007","Save Soreness","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_007","Save Soreness","Save","primary","PLANNED_REQUIRED","write soreness observation then readiness","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_008","Current Soreness Summary","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_008","Current Soreness Summary","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_008","Current Soreness Summary","Open/edit entry","row","PLANNED_REQUIRED","view soreness detail/history","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_009","Soreness History","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_009","Soreness History","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_009","Soreness History","Open/edit entry","row","PLANNED_REQUIRED","view soreness detail/history","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"SOR_010","Pain Safety Route","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"SOR_010","Pain Safety Route","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"SOR_010","Pain Safety Route","Open safety route","primary","PLANNED_REQUIRED","route to pain handling, not soreness","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
