ID,DOMAIN,TYPE,RUNTIME_REPRESENTATION,ENTRY_PATH,REACHABLE,RENDERED,INTERACTION_CHECKED,RESULT,DEFECT,NOTES
"TRN_010","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_010_WeeklyPlan.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_011","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_011_WeeklyDayDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_012","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_012_LessTimeToday.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_013","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_013_EquipmentUnavailable.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_014","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_014_ReplacementOptions.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_015","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_015_RecoveryDay.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_016","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_016_MissedWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_017","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_017_ProgramSettings.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_018","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_018_ProgramRevisionHistory.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_019","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_019_RecentWorkouts.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_020","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_020_TrainLoading.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_021","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_021_TrainEmpty.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_022","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_022_TrainUnknown.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_023","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_023_TrainOffline.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"TRN_024","TRN","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/trn/TRN_024_TrainStale.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_001","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_001_PreWorkout.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_002","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_002_WorkoutStart.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_003","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_003_ActiveExercise.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_004","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_004_ExerciseMediaLoading.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_005","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_005_ExerciseInstructions.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_006","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_006_SetInput.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_007","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_007_RepsInput.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_008","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_008_LoadInput.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_009","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_009_TimeInput.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_010","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_010_DistanceInput.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_011","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_011_RPEInput.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_012","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_012_ReviewSet.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_013","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_013_CompleteSet.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_014","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_014_RestTimer.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_015","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_015_ExtendRest.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_016","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_016_SkipRest.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_017","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_017_NextSet.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"WRK_018","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_018_ExerciseComplete.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_019","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_019_NextExercise.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_020","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_020_SubstituteExercise.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_021","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_021_SubstitutionCandidates.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_022","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_022_SubstitutionDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_023","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_023_ConfirmSubstitute.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_024","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_024_SkipSet.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_025","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_025_SkipExercise.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_026","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_026_WorkoutNote.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_027","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_027_PauseWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_028","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_028_ResumeWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_029","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_029_PainSafetyPause.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_030","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_030_FinishEarlyConfirmation.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_031","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_031_PostWorkoutCheckIn.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"WRK_032","WRK","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/wrk/WRK_032_WorkoutSummary.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_001","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_001_SorenessDashboard.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_002","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_002_FrontBodyMap.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_003","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_003_BackBodyMap.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_004","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_004_SelectRegion.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_005","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_005_SorenessSeverity.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_006","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_006_MultipleRegionReview.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_007","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_007_SaveSoreness.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_008","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_008_CurrentSorenessSummary.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_009","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_009_SorenessHistory.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"SOR_010","SOR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/sor/SOR_010_PainSafetyRoute.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_001","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_001_ReadinessCheckIn.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_002","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_002_EnergyCheck.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_003","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_003_FatigueCheck.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_004","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_004_RecoverySleepCheck.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_005","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_005_SorenessCheck.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_006","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_006_EvaluatingReadiness.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_007","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_007_ReadinessFull.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_008","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_008_ReadinessReduced.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_009","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_009_ReadinessRecovery.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"RDY_010","RDY","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/rdy/RDY_010_ReadinessStop.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_001","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_001_ExerciseLibrary.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_002","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_002_ExerciseSearch.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_003","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_003_ExerciseFilters.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_004","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_004_FilterEquipment.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_005","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_005_FilterMovement.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_006","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_006_FilterMuscle.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_007","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_007_FilterEnvironment.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_008","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_008_FilterDifficulty.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_009","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_009_ExerciseResults.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_010","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_010_ExerciseDetail.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_011","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_011_ExerciseMedia.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_012","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_012_ExerciseSetup.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_013","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_013_ExerciseExecution.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_014","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_014_TechniqueCues.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_015","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_015_CommonMistakes.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"EXR_016","EXR","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/exr/EXR_016_ExerciseSubstitutions.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_001","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_001_CalendarDashboard.kt","YES","YES","YES","PASS","NONE","Runtime route rendered and representative interaction checked on Android emulator."
"CAL_002","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_002_MonthView.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_003","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_003_WeekView.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_004","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_004_DayView.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_005","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_005_SelectedDate.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_006","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_006_WorkoutEvent.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_007","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_007_MealEvent.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_008","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_008_RecoveryEvent.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_009","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_009_RescheduleEvent.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_010","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_010_ChooseDate.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_011","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_011_ChooseTime.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_012","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_012_CalendarConflict.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_013","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_013_ConflictExplanation.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_014","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_014_SuggestedAlternatives.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_015","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_015_ConfirmReschedule.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_016","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_016_MissedWorkout.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_017","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_017_MissedMeal.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
"CAL_018","CAL","ROUTE","COMPOSE_SCREEN","app/src/main/java/com/movefuel/mufil2/ui/screens/cal/CAL_018_CalendarOffline.kt","NO","STATIC","STATIC","STATIC_ONLY","NOT_RUNTIME_TESTED","Registry/source verified; runtime route not exercised in this QA pass."
